-7.613207697868347168e-01 -5.930703282356262207e-01 -7.192088961601257324e-01 -5.836721658706665039e-01 -6.649791598320007324e-01 -7.461629509925842285e-01 -7.473504543304443359e-01 -6.730914711952209473e-01 -6.493601202964782715e-01 -6.726390719413757324e-01 -7.299703359603881836e-01 -7.487487196922302246e-01 -7.024158239364624023e-01 -7.574133872985839844e-01 -7.337896227836608887e-01 -7.344183921813964844e-01 -7.755101919174194336e-01 -7.737226486206054688e-01 -7.303405404090881348e-01 -7.977075576782226562e-01 -8.171021342277526855e-01 -7.654927372932434082e-01 -7.780302762985229492e-01 -6.761363744735717773e-01 -6.956853866577148438e-01 -8.545305728912353516e-01 -7.436572313308715820e-01 -6.142960786819458008e-01 -7.786099314689636230e-01 -7.447447180747985840e-01 -7.627615332603454590e-01 -7.958839535713195801e-01 -7.722265124320983887e-01 -7.805593013763427734e-01 -7.679383754730224609e-01 -7.603418827056884766e-01 -7.736821174621582031e-01 -7.988329529762268066e-01 -7.824991941452026367e-01 -7.760399580001831055e-01 -7.545909881591796875e-01 -7.746053338050842285e-01 -7.883173823356628418e-01 -7.444773912429809570e-01 -7.752317190170288086e-01 -7.399611473083496094e-01 -7.076002955436706543e-01 -7.920448184013366699e-01 -7.903798818588256836e-01 -7.913400530815124512e-01 -7.860154509544372559e-01 -8.001661896705627441e-01 -7.732172608375549316e-01 -8.267694115638732910e-01 -7.670501470565795898e-01 -7.792017459869384766e-01 -7.828947305679321289e-01
-7.535430192947387695e-01 -8.365845680236816406e-01 -6.730501651763916016e-01 -7.672978639602661133e-01 -7.469432950019836426e-01 -7.686967253684997559e-01 -7.839325070381164551e-01 -7.586097121238708496e-01 -7.660692334175109863e-01 -7.579314708709716797e-01 -7.380692362785339355e-01 -7.714033722877502441e-01 -7.737325429916381836e-01 -6.902272105216979980e-01 -7.714733481407165527e-01 -7.197273373603820801e-01 -7.312173843383789062e-01 -7.143347263336181641e-01 -6.885501146316528320e-01 -7.811392545700073242e-01 -7.741297483444213867e-01 -8.441730737686157227e-01 -7.212721109390258789e-01 -7.372002601623535156e-01 -6.889076828956604004e-01 -7.586817741394042969e-01 -7.749918699264526367e-01 -6.457085609436035156e-01 -7.944410443305969238e-01 -7.717391252517700195e-01 -8.029999732971191406e-01 -7.717391252517700195e-01 -7.469349503517150879e-01 -7.451263666152954102e-01 -8.309342265129089355e-01 -7.398661971092224121e-01 -7.791035175323486328e-01 -7.715736031532287598e-01 -7.346056699752807617e-01 -7.846422195434570312e-01 -7.771323919296264648e-01 -8.085474967956542969e-01 -8.323336243629455566e-01 -7.435076236724853516e-01 -8.147196173667907715e-01 -7.276107668876647949e-01 -7.689655423164367676e-01 -8.136836886405944824e-01 -7.967500090599060059e-01 -7.712939381599426270e-01 -8.039893507957458496e-01 -7.898997664451599121e-01 -8.135060667991638184e-01 -7.716168761253356934e-01 -7.988881468772888184e-01 -8.133382797241210938e-01 -7.803447246551513672e-01
-7.819684147834777832e-01 -7.941810488700866699e-01 -7.486709952354431152e-01 -7.530161142349243164e-01 -6.873908638954162598e-01 -7.942567467689514160e-01 -7.895606160163879395e-01 -7.358129024505615234e-01 -7.588424682617187500e-01 -7.365985512733459473e-01 -7.005699276924133301e-01 -7.515022754669189453e-01 -7.455110549926757812e-01 -7.708703279495239258e-01 -7.450320124626159668e-01 -7.740452885627746582e-01 -7.472880482673645020e-01 -7.131459116935729980e-01 -6.611208319664001465e-01 -6.996349096298217773e-01 -7.824112176895141602e-01 -7.991306781768798828e-01 -7.321127057075500488e-01 -7.393806576728820801e-01 -7.155749797821044922e-01 -6.959144473075866699e-01 -7.415254116058349609e-01 -7.461812496185302734e-01 -7.365322113037109375e-01 -7.520499825477600098e-01 -7.140077948570251465e-01 -7.468147873878479004e-01 -7.772541642189025879e-01 -7.610619664192199707e-01 -7.809491157531738281e-01 -7.785594463348388672e-01 -7.514891028404235840e-01 -7.842335700988769531e-01 -8.068699836730957031e-01 -7.894197702407836914e-01 -7.959116101264953613e-01 -7.483547329902648926e-01 -6.861969828605651855e-01 -7.973817586898803711e-01 -7.697292566299438477e-01 -7.791789770126342773e-01 -7.756708264350891113e-01 -7.818567752838134766e-01 -8.048484921455383301e-01 -7.586119771003723145e-01 -7.537842988967895508e-01 -7.823529243469238281e-01 -8.216981291770935059e-01 -7.899734377861022949e-01 -7.613718509674072266e-01 -7.798338532447814941e-01 -7.350041270256042480e-01
-7.803961634635925293e-01 -5.828921794891357422e-01 -6.077250242233276367e-01 -7.399753332138061523e-01 -7.020676732063293457e-01 -6.688811182975769043e-01 -7.728788256645202637e-01 -7.712563276290893555e-01 -6.953451037406921387e-01 -7.689043283462524414e-01 -7.259259223937988281e-01 -8.003509044647216797e-01 -7.696146368980407715e-01 -6.581059098243713379e-01 -8.208916783332824707e-01 -8.026065826416015625e-01 -7.762312889099121094e-01 -7.114481925964355469e-01 -6.545454263687133789e-01 -7.702169418334960938e-01 -8.077399134635925293e-01 -7.886868715286254883e-01 -7.771376371383666992e-01 -7.770996689796447754e-01 -6.894093751907348633e-01 -7.381895780563354492e-01 -7.124789357185363770e-01 -7.216802239418029785e-01 -6.996699571609497070e-01 -8.119841217994689941e-01 -7.628942728042602539e-01 -7.273790836334228516e-01 -7.670816779136657715e-01 -7.687478065490722656e-01 -7.711111307144165039e-01 -7.490938305854797363e-01 -8.187969923019409180e-01 -7.445725798606872559e-01 -7.944625616073608398e-01 -8.450704216957092285e-01 -7.605041861534118652e-01 -7.715438008308410645e-01 -7.402148842811584473e-01 -7.799929976463317871e-01 -8.051791787147521973e-01 -7.374639511108398438e-01 -7.597080469131469727e-01 -7.279387116432189941e-01 -8.022358417510986328e-01 -7.577413320541381836e-01 -7.348682880401611328e-01 -7.699395418167114258e-01 -7.986963391304016113e-01 -7.972716689109802246e-01 -7.877874374389648438e-01 -8.077314496040344238e-01 -7.526335120201110840e-01
-8.437930941581726074e-01 -6.549029946327209473e-01 -6.626044511795043945e-01 -7.940104007720947266e-01 -6.268337368965148926e-01 -7.020489573478698730e-01 -7.198410630226135254e-01 -6.938035488128662109e-01 -7.012107968330383301e-01 -7.185483574867248535e-01 -7.135203480720520020e-01 -7.644703388214111328e-01 -7.680999636650085449e-01 -7.417107820510864258e-01 -7.111708521842956543e-01 -7.382241487503051758e-01 -7.591553330421447754e-01 -7.794411182403564453e-01 -7.666260004043579102e-01 -7.089961767196655273e-01 -7.850754857063293457e-01 -7.614155411720275879e-01 -7.688737511634826660e-01 -7.237981557846069336e-01 -7.171857357025146484e-01 -7.636563181877136230e-01 -7.404712438583374023e-01 -7.427041530609130859e-01 -6.397415399551391602e-01 -7.419064640998840332e-01 -7.733699679374694824e-01 -7.097423672676086426e-01 -7.695864439010620117e-01 -8.249206542968750000e-01 -7.747781276702880859e-01 -7.644717693328857422e-01 -7.826586365699768066e-01 -7.978879213333129883e-01 -7.808621525764465332e-01 -7.554744482040405273e-01 -8.065598011016845703e-01 -7.757445573806762695e-01 -7.611994147300720215e-01 -7.565466165542602539e-01 -7.655432820320129395e-01 -7.115258574485778809e-01 -8.181213736534118652e-01 -8.017744421958923340e-01 -7.612777352333068848e-01 -7.669385075569152832e-01 -7.473757863044738770e-01 -7.464827299118041992e-01 -8.207510709762573242e-01 -7.937542796134948730e-01 -8.109229207038879395e-01 -7.975958585739135742e-01 -7.389855384826660156e-01
-7.831436395645141602e-01 -7.593187689781188965e-01 -7.528813481330871582e-01 -7.237353920936584473e-01 -8.332316875457763672e-01 -8.116959333419799805e-01 -7.320213913917541504e-01 -7.775897383689880371e-01 -6.676607131958007812e-01 -7.656408548355102539e-01 -6.990917325019836426e-01 -7.540090084075927734e-01 -7.253613471984863281e-01 -7.630261778831481934e-01 -7.722077965736389160e-01 -7.895752787590026855e-01 -7.696182131767272949e-01 -7.503274679183959961e-01 -7.045704722404479980e-01 -7.487234473228454590e-01 -8.059319853782653809e-01 -7.640869021415710449e-01 -6.380994915962219238e-01 -6.551608443260192871e-01 -7.797423005104064941e-01 -7.021901607513427734e-01 -7.388828396797180176e-01 -6.757315993309020996e-01 -7.610642910003662109e-01 -7.831685543060302734e-01 -8.664993047714233398e-01 -8.313292264938354492e-01 -6.921318769454956055e-01 -8.247624635696411133e-01 -7.530238032341003418e-01 -8.236707448959350586e-01 -7.960044741630554199e-01 -7.252747416496276855e-01 -7.525413036346435547e-01 -7.259684205055236816e-01 -7.192780375480651855e-01 -7.821403741836547852e-01 -7.699767351150512695e-01 -7.373352050781250000e-01 -7.989556193351745605e-01 -6.400313377380371094e-01 -8.518771529197692871e-01 -7.322763800621032715e-01 -7.247782945632934570e-01 -7.062101960182189941e-01 -8.182081580162048340e-01 -7.757479548454284668e-01 -8.212461471557617188e-01 -7.804784178733825684e-01 -8.117039799690246582e-01 -7.962149381637573242e-01 -8.010821342468261719e-01
-7.918204069137573242e-01 -7.729711532592773438e-01 -7.455441951751708984e-01 -7.558864355087280273e-01 -7.649390101432800293e-01 -6.883704662322998047e-01 -7.354540228843688965e-01 -7.171095013618469238e-01 -6.515876650810241699e-01 -6.536527872085571289e-01 -6.668889522552490234e-01 -7.193665504455566406e-01 -7.250680923461914062e-01 -7.531679272651672363e-01 -7.505561113357543945e-01 -7.798454761505126953e-01 -7.683284282684326172e-01 -7.441712021827697754e-01 -7.417617440223693848e-01 -7.374125719070434570e-01 -7.433510422706604004e-01 -7.742773890495300293e-01 -7.997142672538757324e-01 -6.908259987831115723e-01 -7.368881106376647949e-01 -7.060068845748901367e-01 -7.869754433631896973e-01 -7.467213273048400879e-01 -7.525857090950012207e-01 -7.873762249946594238e-01 -7.766007781028747559e-01 -7.816118597984313965e-01 -8.251010179519653320e-01 -7.932193279266357422e-01 -7.928712964057922363e-01 -8.605391383171081543e-01 -7.675327658653259277e-01 -7.680126428604125977e-01 -7.853753566741943359e-01 -8.068591952323913574e-01 -7.046143412590026855e-01 -7.480944991111755371e-01 -7.954714298248291016e-01 -7.803719639778137207e-01 -7.890897393226623535e-01 -7.704764604568481445e-01 -8.045945763587951660e-01 -7.720283865928649902e-01 -7.581521868705749512e-01 -7.210190892219543457e-01 -6.994040608406066895e-01 -7.089993953704833984e-01 -8.067270517349243164e-01 -7.995235919952392578e-01 -7.666408419609069824e-01 -7.884615659713745117e-01 -7.454367876052856445e-01
-7.762652635574340820e-01 -7.554348111152648926e-01 -7.761669158935546875e-01 -7.474747300148010254e-01 -7.298147678375244141e-01 -7.442201972007751465e-01 -7.253378629684448242e-01 -7.854318022727966309e-01 -8.119461536407470703e-01 -6.621664762496948242e-01 -7.029673457145690918e-01 -7.174999713897705078e-01 -6.964949369430541992e-01 -7.897084951400756836e-01 -8.064997196197509766e-01 -7.705096006393432617e-01 -8.056451678276062012e-01 -7.756084799766540527e-01 -7.316029667854309082e-01 -7.372464537620544434e-01 -7.770398259162902832e-01 -8.294384479522705078e-01 -7.370758056640625000e-01 -7.345836162567138672e-01 -7.177688479423522949e-01 -7.467548847198486328e-01 -8.026279807090759277e-01 -8.355262875556945801e-01 -7.828496098518371582e-01 -7.024875879287719727e-01 -7.984330654144287109e-01 -7.478283047676086426e-01 -7.744312286376953125e-01 -8.391590714454650879e-01 -8.375768065452575684e-01 -8.052213191986083984e-01 -8.082489371299743652e-01 -7.296453714370727539e-01 -8.120243549346923828e-01 -7.316993474960327148e-01 -8.330302834510803223e-01 -7.935010194778442383e-01 -7.836185693740844727e-01 -8.026767373085021973e-01 -7.837393283843994141e-01 -7.651425004005432129e-01 -7.668219208717346191e-01 -7.902463078498840332e-01 -8.207652568817138672e-01 -8.117066025733947754e-01 -7.381135821342468262e-01 -7.350850105285644531e-01 -7.014741897583007812e-01 -8.289877176284790039e-01 -7.790309190750122070e-01 -7.976190447807312012e-01 -8.311651349067687988e-01
-7.894914150238037109e-01 -7.930494546890258789e-01 -7.984369993209838867e-01 -7.536129951477050781e-01 -7.345161437988281250e-01 -7.390252351760864258e-01 -7.904151082038879395e-01 -6.992695927619934082e-01 -7.170648574829101562e-01 -7.541322112083435059e-01 -7.207684516906738281e-01 -7.264649271965026855e-01 -6.875000000000000000e-01 -7.697870731353759766e-01 -7.426093816757202148e-01 -7.646396160125732422e-01 -8.051347732543945312e-01 -7.524573206901550293e-01 -7.676997184753417969e-01 -7.574972510337829590e-01 -7.351460456848144531e-01 -7.657992839813232422e-01 -7.931744456291198730e-01 -7.882187962532043457e-01 -7.541666626930236816e-01 -7.704081535339355469e-01 -8.042347431182861328e-01 -7.641730904579162598e-01 -7.917516231536865234e-01 -7.781025171279907227e-01 -7.670654654502868652e-01 -7.615416049957275391e-01 -7.732803225517272949e-01 -7.694789171218872070e-01 -7.959516048431396484e-01 -7.382821440696716309e-01 -7.232259511947631836e-01 -7.491586804389953613e-01 -7.809198498725891113e-01 -7.976464629173278809e-01 -7.416045069694519043e-01 -7.761566042900085449e-01 -7.398822903633117676e-01 -7.576065063476562500e-01 -7.938461303710937500e-01 -7.724179029464721680e-01 -7.682510614395141602e-01 -7.646468281745910645e-01 -7.553324699401855469e-01 -7.668663859367370605e-01 -6.768521070480346680e-01 -7.028662562370300293e-01 -7.583996653556823730e-01 -7.622680068016052246e-01 -7.463610172271728516e-01 -7.753189206123352051e-01 -7.207159996032714844e-01
-7.801029086112976074e-01 -7.978160381317138672e-01 -7.673385739326477051e-01 -6.987432837486267090e-01 -7.744816541671752930e-01 -7.585871815681457520e-01 -7.200743556022644043e-01 -7.096322178840637207e-01 -7.513765096664428711e-01 -7.074717283248901367e-01 -6.683565974235534668e-01 -7.906738519668579102e-01 -6.806697249412536621e-01 -6.974701285362243652e-01 -7.222848534584045410e-01 -7.620998024940490723e-01 -7.509036064147949219e-01 -7.525556087493896484e-01 -7.589867115020751953e-01 -7.080369591712951660e-01 -7.950747609138488770e-01 -8.068465590476989746e-01 -7.774233222007751465e-01 -7.821555733680725098e-01 -7.827434539794921875e-01 -7.297899723052978516e-01 -7.736191749572753906e-01 -7.008900046348571777e-01 -7.464950680732727051e-01 -7.741798758506774902e-01 -7.683187127113342285e-01 -7.488443851470947266e-01 -7.168983221054077148e-01 -7.994670271873474121e-01 -7.173691987991333008e-01 -7.407784461975097656e-01 -7.715623378753662109e-01 -7.024449706077575684e-01 -7.760593295097351074e-01 -7.807672023773193359e-01 -7.781197428703308105e-01 -7.860422134399414062e-01 -7.663324475288391113e-01 -8.191664218902587891e-01 -7.547826170921325684e-01 -7.652011513710021973e-01 -6.463195681571960449e-01 -8.410052061080932617e-01 -7.467497587203979492e-01 -7.629649043083190918e-01 -7.453042864799499512e-01 -7.744418978691101074e-01 -7.242193818092346191e-01 -7.466517686843872070e-01 -7.523457407951354980e-01 -7.709014415740966797e-01 -7.611542344093322754e-01
